title,short_description,description,additional_info
Mixed Nut Butter,Freshly prepared nut butter,"A nutrient powerhouse made from a blend of peanuts, cashews, almonds, hazelnuts, and walnuts, this butter is rich in protein, omega-3 fatty acids, vitamins, and minerals, providing an all-round health boost.It’s a gut-friendly, high-protein food that’s easy on digestion and rich in nutrients.Whether you spread it on toast, add it to smoothies, or use it as a dip, each spoonful is packed with healthy fats, proteins, vitamins, and minerals to nourish your body and support your overall well-being.","&nbsp;&nbsp;This freshly milled nut butter is free from any added oils, artificial preservatives and additives. Enjoy the benefits of a 100% natural product customized to your choice."
cherry Dried,Premium Imported fruits,"Ingredients: Cherry(60%), Sugar(40%)",""
dummy,,"",""
Bath Brush Natural,Natural Bath Brush,"",""
Bath Scrubber Natural,Natural Bath Scrubber,"",""
Dish Washer(Coconut Coir) Natural,Natural Dish Washer,"",""
White Chia Seed,Premium seeds,"",""
Bombay Kaskas,,"",""
Maize(Broken),,"",""
Samba Wheat With Husk,,"",""
Raw Sugar(addon),,"",""
Jagger(Addon),,"",""
Honey(Addon),,"",""
Dates Syrup(Addon),,"","Dates are sweet fruits in many varieties, such as fresh, wet, semi-dry, and dry. The antioxidants, minerals, and vitamins in dates help support brain, digestive, and heart health and protect against disease."
Palm Jaggery (Addon),,"",""
Almond(For Butter),Premium Nuts,"Almonds (For Butter) are premium-quality almonds, ideal for making smooth, creamy nut butter. Rich in healthy fats, protein, and essential vitamins, they offer a nutritious and delicious addition to your diet, perfect for spreading on toast or adding to smoothies and baked goods.","&nbsp;Do not compromise—get it fresh and just the way you like!Sustainable packaging (Zero Plastic Packaging)."
Arka Kudo Poha(Millet),Unpolished Poha,"Do not compromise, get it fresh and as you wish!Can be milled on your milling preference (select fineness while ordering)Not prepacked, milled upon order","&nbsp;We use washed and dried grains ONLY for milling (after 3 step cleaning process)Washed and dried grains stored using Hermetic Technology(Non-pesticide storage technique)Milled ONLY on order, NOT milled and pre-filled.Sustainable packing (Zero Plastic Packaging)48 hours delivery across Bangalore"
Bajra Poha (Pearl Millet),Unpolished Poha,"Do not compromise, get it fresh and as you wish!Can be milled on your milling preference (select fineness while ordering)Not prepacked, milled upon order","&nbsp;We use washed and dried grains ONLY for milling (after 3 step cleaning process)Washed and dried grains stored using Hermetic Technology(Non-pesticide storage technique)Milled ONLY on order, NOT milled and pre-filled.Sustainable packing (Zero Plastic Packaging)48 hours delivery across Bangalore"
Barnyard Poha (Bargu Millet),Unpolished Poha,"Do not compromise, get it fresh and as you wish!Can be milled on your milling preference (select fineness while ordering)Not prepacked, milled upon order","&nbsp;We use washed and dried grains ONLY for milling (after 3 step cleaning process)Washed and dried grains stored using Hermetic Technology(Non-pesticide storage technique)Milled ONLY on order, NOT milled and pre-filled.Sustainable packing (Zero Plastic Packaging)48 hours delivery across Bangalore"
Jowar Poha (Sorgam Millet),Unpolished Poha,"Do not compromise, get it fresh and as you wish!Can be milled on your milling preference (select fineness while ordering)Not prepacked, milled upon order","&nbsp;We use washed and dried grains ONLY for milling (after 3 step cleaning process)Washed and dried grains stored using Hermetic Technology(Non-pesticide storage technique)Milled ONLY on order, NOT milled and pre-filled.Sustainable packing (Zero Plastic Packaging)48 hours delivery across Bangalore"
Foxtail Poha (Navane Millet),Unpolished Poha,"Do not compromise, get it fresh and as you wish!Can be milled on your milling preference (select fineness while ordering)Not prepacked, milled upon order","&nbsp;We use washed and dried grains ONLY for milling (after 3 step cleaning process)Washed and dried grains stored using Hermetic Technology(Non-pesticide storage technique)Milled ONLY on order, NOT milled and pre-filled.Sustainable packing (Zero Plastic Packaging)48 hours delivery across Bangalore"
Ragi Poha(Finger Millet),Unpolished Poha,"Do not compromise, get it fresh and as you wish!Can be milled on your milling preference (select fineness while ordering)Not prepacked, milled upon order","&nbsp;We use washed and dried grains ONLY for milling (after 3 step cleaning process)Washed and dried grains stored using Hermetic Technology(Non-pesticide storage technique)Milled ONLY on order, NOT milled and pre-filled.Sustainable packing (Zero Plastic Packaging)48 hours delivery across Bangalore"
Samai Poha(Little Millet),Unpolished Poha,"Do not compromise, get it fresh and as you wish!Can be milled on your milling preference (select fineness while ordering)Not prepacked, milled upon order","&nbsp;We use washed and dried grains ONLY for milling (after 3 step cleaning process)Washed and dried grains stored using Hermetic Technology(Non-pesticide storage technique)Milled ONLY on order, NOT milled and pre-filled.Sustainable packing (Zero Plastic Packaging)48 hours delivery across Bangalore"
Kudo Rava (Arka Millet),Unpolished Rava,"Do not compromise, get it fresh and as you wish!Can be milled on your milling preference (select fineness while ordering)Not prepacked, milled upon order","&nbsp;We use washed and dried grains ONLY for milling (after 3 step cleaning process)Washed and dried grains stored using Hermetic Technology(Non-pesticide storage technique)Milled ONLY on order, NOT milled and pre-filled.Sustainable packing (Zero Plastic Packaging)48 hours delivery across Bangalore"
Bajra Rava(Pearl Millet),Unpolished Rava,"Do not compromise, get it fresh and as you wish!Can be milled on your milling preference (select fineness while ordering)Not prepacked, milled upon order","&nbsp;We use washed and dried grains ONLY for milling (after 3 step cleaning process)Washed and dried grains stored using Hermetic Technology(Non-pesticide storage technique)Milled ONLY on order, NOT milled and pre-filled.Sustainable packing (Zero Plastic Packaging)48 hours delivery across Bangalore"
Barnyard Rava (Bargu Millet),Unpolished Rava,"Do not compromise, get it fresh and as you wish!Can be milled on your milling preference (select fineness while ordering)Not prepacked, milled upon order","&nbsp;We use washed and dried grains ONLY for milling (after 3 step cleaning process)Washed and dried grains stored using Hermetic Technology(Non-pesticide storage technique)Milled ONLY on order, NOT milled and pre-filled.Sustainable packing (Zero Plastic Packaging)48 hours delivery across Bangalore"
Jowar Rava(Sorgam Millet),Unpolished Rava,"",""
Foxtail Rava (Navane Millet),Unpolished Rava,"Do not compromise, get it fresh and as you wish!Can be milled on your milling preference (select fineness while ordering)Not prepacked, milled upon order","&nbsp;We use washed and dried grains ONLY for milling (after 3 step cleaning process)Washed and dried grains stored using Hermetic Technology(Non-pesticide storage technique)Milled ONLY on order, NOT milled and pre-filled.Sustainable packing (Zero Plastic Packaging)"
Ragi Rava (Finger Millet),Unpolished Rava,"Do not compromise, get it fresh and as you wish!Can be milled on your milling preference (select fineness while ordering)Not prepacked, milled upon order","&nbsp;We use washed and dried grains ONLY for milling (after 3 step cleaning process)Washed and dried grains stored using Hermetic Technology(Non-pesticide storage technique)Milled ONLY on order, NOT milled and pre-filled.Sustainable packing (Zero Plastic Packaging)48 hours delivery across Bangalore"
Samai Rava (Little Millet Rava),Unpolished Rava,"Do not compromise, get it fresh and as you wish!Can be milled on your milling preference (select fineness while ordering)Not prepacked, milled upon order","&nbsp;We use washed and dried grains ONLY for milling (after 3 step cleaning process)Washed and dried grains stored using Hermetic Technology(Non-pesticide storage technique)Milled ONLY on order, NOT milled and pre-filled.Sustainable packing (Zero Plastic Packaging)48 hours delivery across Bangalore"
test,,"",""
DESICCATED COCONUT (FULL FAT),,"",""
DESICCATED COCONUT (LOW FAT),Finely Shredded Coconut,"Finely shredded coconut with reduced fat content, offering a mild coconut flavor and texture. It’s rich in fiber and essential nutrients, making it a healthier choice for baking, smoothies, and snacks while maintaining the tropical essence of coconut.","&nbsp;Do not compromise—get it fresh and just the way you like!Sustainable packaging (Zero Plastic Packaging)."
DESICCATED COCONUT (CHUTNEY SKIN),,"",""
Kodumon Germinated Rice,,"",""
Moringa Leaf (Dried),Nutrient Rich Leaves,"Dried Moringa Leaf is a nutrient-dense powder made from the leaves of the Moringa tree, rich in vitamins, minerals, and antioxidants. Known for its health benefits, it supports immunity, energy, and overall well-being, and is commonly added to smoothies, teas, and soups.","&nbsp;Do not compromise—get it fresh and just the way you like!Sustainable packaging (Zero Plastic Packaging)."
Orange Peel,Dried Orange Peel,"",""
Samba wheat Rava(Sooji),Unpolished Rava,"Samba Wheat Sooji Rava is a coarse, granulated flour made from high-quality samba wheat. It has a light brown color and is rich in fiber and nutrients, making it a healthier alternative to regular wheat sooji. Known for its unique texture and nutty flavor, samba wheat rava is commonly used in South Indian dishes like upma, idlis, and dosas, providing a wholesome and filling meal option.",""
Makka Poha(Maize),Premium quality makka poha (corn flakes),"Premium quality makka poha (corn flakes) perfect as healthy breakfast&nbsp;or&nbsp;light&nbsp;meal.This gluten-free, nutrient rich, ready to have food is the perfect choice for a healthy start to your day.&nbsp;","&nbsp;Do not compromise—get it fresh and just the way you like!Sustainable packaging (Zero Plastic Packaging)."
Custom Product,,"",""
Peanut butter,Customise your own nut butter with sweetness of your choice!,"Packed with protein, vitamins, and healthy fats, peanut butter is great for building muscle and maintaining energy levels throughout the day.It’s a gut-friendly, high-protein food that’s easy on digestion and rich in nutrients.Whether you spread it on toast, add it to smoothies, or use it as a dip, each spoonful is packed with healthy fats, proteins, vitamins, and minerals to nourish your body and support your overall well-being.Ingredients: PeanutAllergen Information: Made of peanut","&nbsp;&nbsp;Oil separation during storage is a natural process, so stir well before use. This freshly milled nut butter is free from any added oils, artificial preservatives and additives. Enjoy the benefits of a 100% natural product customized to your choice."
Hazelnut Butter,,"",""
Idukki Black Coffee,Premium Coffee Beans,"",""
Marayoor Jagerry Powder,GI-Tagged & 100% Organic Marayoor Jaggery,"Marayoor jaggery is a type of traditional, high-quality jaggery (unrefined sugar) made from sugarcane.It comes from Marayoor, a region in Kerala, India, known for its ideal climate and fertile soil, which contribute to the superior quality of the jaggery produced there.It is made without any chemical additives or artificial sweeteners.It has a distinct, rich, caramel-like taste.Retains many of the natural nutrients found in sugarcane, like iron, calcium, and magnesium.","The products is free from chemicals, preservatives, and additives.They are minimally processed to retain natural nutrients and flavor.A healthier, more natural alternative to refined sweeteners."
Guntur Long Medium Spicy Red Chilli(sachet),,"",""
Byadagi Red Chilli (sachet),,"",""
Salem Ball Red Chilli (sachet),,"",""
Guntur Small Super Spicy (sachet),,"",""
Dubby Byadagi Red Chilli (sachet),,"",""
Kashmiri Original Red Chilli (sachet),,"",""
Coriander Premium-(sachet),,"",""
Idukki Turmeric (sachet),,"",""
Alleppy Supreme Turmeric (sachet),,"",""
Coconut Milk,,"",""
